circuit_uuid,exp_id,run_uuid,chip_id,chip_ver,chip_idx,cir_idx,cir_ver,cir_vers,overall_idx,curated,media_conc,dry,antibiotic,atc_code,sample_type,contrival,sample_prep,sample_prep_ver,specimen,strain_id,strain_conc,txid,fatal,nonfatal,intv,reaction,fill_type,fill_ver,operator,started,instrument,run_id,imported,date,antibiotic_conc,cir_col,cir_row,cir_side,test_module,position,doublets,excluded,fill_factor_final,fill_factor_initial,included,neg,neg_0,neg_1,pos_0,pos_0_inc,pos_1,pos_1_inc,total_droplets
290b4107-c49b-4d1e-b787-78c91a41eb38,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L4S,v4,0,17,None,None,17,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0528,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,B,8,B,fenrir,front,34,1687,1,1,21141,20666,20666,21141,475,475,0,0,22828
3f2ac205-15ea-47f0-8ee7-2b7c869d04c1,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L4S,v4,0,18,None,None,18,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0528,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,B,9,B,fenrir,front,64,1417,1,1,21037,20633,20633,21037,435,404,0,0,22454
475fca01-a775-428c-9157-cc9c189f008d,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L4S,v4,0,19,None,None,19,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0528,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,B,10,B,fenrir,front,61,1539,1,1,20686,20262,20262,20686,438,424,0,0,22225
9faacac3-2ba9-45f2-8e84-b7e756a67fac,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,0,None,None,20,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,C,1,A,fenrir,front,140,1684,0.99,1,21821,21374,21374,21821,461,447,0,0,23505
c6f08295-1625-431e-9521-d8d7b807933f,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,1,None,None,21,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,C,2,A,fenrir,front,69,1765,0.99,1,21600,21101,21101,21600,508,499,0,0,23365
4564abd6-4f4f-40fe-b64e-cb421ecc6518,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,2,None,None,22,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,C,3,A,fenrir,front,66,1694,1,0.99,21947,21458,21458,21947,501,489,0,0,23641
c965fb54-4eaf-4035-99bc-d9e31f69fa11,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,3,None,None,23,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,C,4,A,fenrir,front,68,1676,1,0.99,21889,21409,21409,21889,483,480,0,0,23565
d77cb7a8-4d51-4dbd-85cf-5328974d6e31,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,4,None,None,24,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,C,5,A,fenrir,front,75,1465,1,0.99,22540,22048,22048,22540,526,492,0,0,24005
af6751ae-5558-4a4e-8ede-d43bc5552c5e,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,5,None,None,25,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,C,6,A,fenrir,front,226,1381,0.99,0.99,19872,19436,19436,19872,471,436,0,0,21253
46233bd9-073c-45d7-8d37-6c9d27b55d32,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,6,None,None,26,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,C,7,A,fenrir,front,178,1632,0.99,0.99,21094,20655,20655,21094,448,439,0,0,22726
7ae7f529-a6be-4f06-9d96-d1b9624c3d5c,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,7,None,None,27,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,C,8,A,fenrir,front,108,1101,0.99,0.99,19290,18821,18821,19290,471,469,0,0,20391
4f9b1a08-2ae6-4ef4-998b-377ba8e9b70b,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,8,None,None,28,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,C,9,A,fenrir,front,192,1501,0.99,0.99,20724,20243,20243,20724,484,481,0,0,22225
2a727789-02e1-406d-aa95-9dcfd2ded4e3,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,9,None,None,29,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,C,10,A,fenrir,front,85,1474,1,1,20758,20271,20271,20758,506,487,0,0,22232
8fbae3c7-26a1-418e-ab4a-7d5b00daadef,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,10,None,None,30,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,D,1,B,fenrir,front,63,1482,0.99,1,20780,20215,20215,20780,566,565,0,0,22262
7b204391-abdb-4afc-a95f-cd1875c82fa2,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,11,None,None,31,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,D,2,B,fenrir,front,63,1449,0.99,1,20865,20371,20371,20865,501,494,0,0,22314
fcc5735a-4ddc-4dc1-a5e9-2702f8ed300c,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,12,None,None,32,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,D,3,B,fenrir,front,82,1621,0.99,1,21896,21388,21388,21896,518,508,0,0,23517
2bfe9783-2186-497f-a8d4-a519a3b880d3,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,13,None,None,33,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,D,4,B,fenrir,front,92,1654,0.99,1,22420,21900,21900,22420,528,520,0,0,24074
f0308afc-007b-4c5b-9d27-709ae5479ae5,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,14,None,None,34,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,D,5,B,fenrir,front,167,1726,0.99,1,20812,20335,20335,20812,513,477,0,0,22538
d9417274-bdf2-47f6-b444-f8452cc1ad56,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,15,None,None,35,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,D,6,B,fenrir,front,104,1560,1,0.99,21009,20531,20531,21009,495,478,0,0,22569
a7f416f7-7577-48ed-8f56-52701f7eb6f0,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,16,None,None,36,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,D,7,B,fenrir,front,141,1048,0.99,0.99,19010,18509,18509,19010,504,501,0,0,20058
18916692-6b88-40af-b28b-a1eed27c141d,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,17,None,None,37,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,D,8,B,fenrir,front,72,1399,1,0.99,21490,20965,20965,21490,542,525,0,0,22889
5647a3bb-ddc6-482f-8cfc-93f4554b8762,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,18,None,None,38,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,D,9,B,fenrir,front,98,1524,1,1,21129,20665,20665,21129,479,464,0,0,22653
3b6a5c3d-eea4-463a-bd25-0b7691723671,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VGEJMZJJ,v4,1,19,None,None,39,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0528,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,D,10,B,fenrir,front,70,1699,0.99,1,21213,20723,20723,21213,490,490,0,0,22912
c3ad45e6-8ce3-48f8-936f-117646996721,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,0,None,None,40,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,E,1,A,fenrir,back,43,1677,1,1,22027,21840,21840,22027,203,187,0,0,23704
474ef838-3e49-4921-8f85-3141d0d25415,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,1,None,None,41,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,E,2,A,fenrir,back,54,1655,0.99,0.99,21579,21394,21394,21579,192,185,0,0,23234
5f421f8a-dfe6-4941-bc39-cbb1c7cc8186,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,2,None,None,42,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,E,3,A,fenrir,back,51,1671,1,1,21867,21665,21665,21867,217,202,0,0,23538
b3a0e2b0-d250-492d-a50f-2a99495a7fa1,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,3,None,None,43,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,E,4,A,fenrir,back,43,1740,1,1,22015,21838,21838,22015,183,177,0,0,23755
7920b144-911f-460b-bb5e-a214f6eb935d,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,4,None,None,44,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,E,5,A,fenrir,back,28,1490,1,1,22077,21900,21900,22077,190,177,0,0,23567
a65df146-ecc8-40c4-aa22-dc94b556834d,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,5,None,None,45,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,E,6,A,fenrir,back,92,1377,1,1,20786,20632,20632,20786,165,154,0,0,22163
689b4e0f-4e2b-4551-af0e-873f81dc2b2b,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,6,None,None,46,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,E,7,A,fenrir,back,72,1529,1,1,20835,20669,20669,20835,179,166,0,0,22364
9da7193e-89c1-4db6-a66c-fcf00e1589cd,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,7,None,None,47,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,E,8,A,fenrir,back,50,1612,1,1,21655,21487,21487,21655,177,168,0,0,23267
69b76758-bdc9-4aab-97f8-95e26bc9e27c,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,8,None,None,48,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,E,9,A,fenrir,back,104,1525,1,1,20798,20617,20617,20798,189,181,0,0,22323
52e4ecb9-7fd9-44b3-a49d-1cab3221c764,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,9,None,None,49,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,E,10,A,fenrir,back,414,1687,0.97,1,18985,18815,18815,18985,185,170,0,0,20672
b3c7e596-e3bd-4287-908c-68dc1d254a13,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,10,None,None,50,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,F,1,B,fenrir,back,40,1525,1,1,20933,20768,20768,20933,171,165,0,0,22458
fb6579ce-5aca-4077-91a6-eca51815c131,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,11,None,None,51,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,F,2,B,fenrir,back,43,1314,0.99,1,20777,20617,20617,20777,166,160,0,0,22091
87ee63a8-8371-472e-bd1a-3f0af1062226,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,12,None,None,52,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,F,3,B,fenrir,back,53,1525,1,1,21099,20912,20912,21099,193,187,0,0,22624
fc787ee8-521c-40ab-b08d-dd904fe43ff6,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,13,None,None,53,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,F,4,B,fenrir,back,46,1499,1,1,21234,21056,21056,21234,185,178,0,0,22733
14195239-80c3-4489-8d25-83bbc899adbc,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,14,None,None,54,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,F,5,B,fenrir,back,41,1556,1,1,21236,21043,21043,21236,203,193,0,0,22792
106a0bb7-c9c7-434e-83dd-2c6fbafbb152,EXP-VGXT8LA5,10ab869d-6439-44be-9013-025905656caf,VF6J7L2W,v4,2,15,None,None,55,FALSE,100,dry,None,None,patient_eta,None,New prep,,LR-S007-0525,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:44:00.996000-05:00,fenrir,None,None,6/13/2024,0,F,6,B,fenrir,back,39,1166,1,1,19588,19416,19416,19588,179,172,0,0,20754
